x,y,z
561.8794,-5812.8731,-319.9423
561.7321,-5812.5571,-319.9451
561.5321,-5812.2716,-319.9476
561.2856,-5812.025,-319.9498
561,-5811.8251,-319.9515
560.684,-5811.6778,-319.9528
560.3473,-5811.5875,-319.9536
560,-5811.5572,-319.9539
559.6527,-5811.5875,-319.9536
559.316,-5811.6778,-319.9528
559,-5811.8251,-319.9515
558.7144,-5812.025,-319.9498
558.4679,-5812.2716,-319.9476
558.2679,-5812.5571,-319.9451
558.1206,-5812.8731,-319.9423
558.0304,-5813.2098,-319.9394
558,-5813.5571,-319.9363
558.0304,-5813.9044,-319.9333
558.1206,-5814.2411,-319.9303
558.2679,-5814.557,-319.9275
558.4679,-5814.8426,-319.925
558.7144,-5815.0891,-319.9228
559,-5815.2891,-319.9211
559.316,-5815.4364,-319.9198
559.6527,-5815.5266,-319.919
560,-5815.557,-319.9187
560.3473,-5815.5266,-319.919
560.684,-5815.4364,-319.9198
561,-5815.2891,-319.9211
561.2856,-5815.0891,-319.9228
561.5321,-5814.8426,-319.925
561.7321,-5814.557,-319.9275
561.8794,-5814.2411,-319.9303
561.9696,-5813.9044,-319.9333
562,-5814.4586,-422.4895
561.9696,-5814.1113,-422.4925
561.8794,-5813.7746,-422.4955
561.7321,-5813.4586,-422.4983
561.5321,-5813.1731,-422.5008
561.2856,-5812.9265,-422.503
561,-5812.7266,-422.5047
560.684,-5812.5793,-422.506
560.3473,-5812.489,-422.5068
560,-5812.4587,-422.5071
559.6527,-5812.489,-422.5068
559.316,-5812.5793,-422.506
559,-5812.7266,-422.5047
558.7144,-5812.9265,-422.503
558.4679,-5813.1731,-422.5008
558.2679,-5813.4586,-422.4983
558.1206,-5813.7746,-422.4955
558.0304,-5814.1113,-422.4925
558,-5814.4586,-422.4895
558.0304,-5814.8059,-422.4864
558.1206,-5815.1426,-422.4835
558.2679,-5815.4585,-422.4807
558.4679,-5815.7441,-422.4782
558.7144,-5815.9906,-422.476
559,-5816.1906,-422.4743
559.316,-5816.3379,-422.473
559.6527,-5816.4281,-422.4722
560,-5816.4585,-422.4719
560.3473,-5816.4281,-422.4722
560.684,-5816.3379,-422.473
561,-5816.1906,-422.4743
561.2856,-5815.9906,-422.476
561.5321,-5815.7441,-422.4782
561.7321,-5815.4585,-422.4807
561.8794,-5815.1426,-422.4835
561.9696,-5814.8059,-422.4864
