x,y,z
1227.4778,-1916.6667,-1083.012
1317.8369,-1916.6667,-1041.6094
1407.5955,-1916.6667,-998.9204
1497.3246,-1916.6667,-956.168
1587.0538,-1916.6667,-913.4166
1676.8928,-1916.6667,-870.8962
1766.6982,-1916.6667,-828.3048
1856.1274,-1916.6667,-784.9296
1945.3043,-1916.6667,-741.03
2034.3142,-1916.6667,-696.8079
2122.6407,-1916.6667,-651.23
2210.1571,-1916.6667,-604.1184
2297.918,-1916.6667,-557.4599
2386.6312,-1916.6667,-512.643
2476.0044,-1916.6667,-469
2565.6864,-1916.6667,-426.3048
2654.307,-1916.6667,-381.3104
2740.7232,-1916.6667,-332.235
2826.0595,-1916.6667,-281.28
2911.835,-1916.6667,-231.0678
2997.3952,-1916.6667,-180.4868
3082.3718,-1916.6667,-128.9328
3167.6366,-1916.6667,-77.856
3253.0523,-1916.6667,-27.0308
3338.336,-1916.6667,24
3423.5869,-1916.6667,75.116
3508.8377,-1916.6667,126.2
3594.0884,-1916.6667,177.319
3679.1971,-1916.6667,228.6568
3763.8104,-1916.6667,280.8048
3848.0025,-1916.6667,333.63
3932.1111,-1916.6667,386.5916
4016.2196,-1916.6667,439.552
4100.3281,-1916.6667,492.512
4184.4367,-1916.6667,545.472
4268.5452,-1916.6667,598.4
4352.6532,-1916.6667,651.3942
4436.351,-1916.6667,704.999
4519.9029,-1916.6667,758.833
4603.4548,-1916.6667,812.66
4687.0067,-1916.6667,866.5019
4770.5586,-1916.6667,920.336
4854.1106,-1916.6667,974
4937.6625,-1916.6667,1028.004
590.6091,-1833.3333,-1363.1394
681.5904,-1833.3333,-1323.1212
772.5716,-1833.3333,-1283
863.5529,-1833.3333,-1243.0848
954.5341,-1833.3333,-1203.0666
1045.5153,-1833.3333,-1163.0484
1136.4966,-1833.3333,-1123.0302
1227.4778,-1833.3333,-1083.012
1317.8369,-1833.3333,-1041.6094
1407.5955,-1833.3333,-998.9204
1497.3246,-1833.3333,-956.168
1587.0538,-1833.3333,-913.4166
1676.8928,-1833.3333,-870.8962
1766.6982,-1833.3333,-828.3048
1856.1274,-1833.3333,-784.9296
1945.3043,-1833.3333,-741.03
2034.3142,-1833.3333,-696.8079
2122.6407,-1833.3333,-651.23
2210.1571,-1833.3333,-604.1184
2297.918,-1833.3333,-557.4599
2386.6312,-1833.3333,-512.643
2476.0044,-1833.3333,-469
2565.6864,-1833.3333,-426.3048
2654.307,-1833.3333,-381.3104
2740.7232,-1833.3333,-332.235
2826.0595,-1833.3333,-281.28
2911.835,-1833.3333,-231.0678
2997.3952,-1833.3333,-180.4868
3082.3718,-1833.3333,-128.9328
3167.6366,-1833.3333,-77.856
3253.0523,-1833.3333,-27.0308
3338.336,-1833.3333,24
3423.5869,-1833.3333,75.116
3508.8377,-1833.3333,126.2
3594.0884,-1833.3333,177.319
3679.1971,-1833.3333,228.6568
3763.8104,-1833.3333,280.8048
3848.0025,-1833.3333,333.63
3932.1111,-1833.3333,386.5916
4016.2196,-1833.3333,439.552
4100.3281,-1833.3333,492.512
4184.4367,-1833.3333,545.472
4268.5452,-1833.3333,598.4
4352.6532,-1833.3333,651.3942
4436.351,-1833.3333,704.999
4519.9029,-1833.3333,758.833
4603.4548,-1833.3333,812.66
4687.0067,-1833.3333,866.5019
4770.5586,-1833.3333,920.336
4854.1106,-1833.3333,974
4937.6625,-1833.3333,1028.004
590.6091,-1500,-1363.1394
682.1457,-1500,-1322.8769
773.6822,-1500,-1282.614
865.2187,-1500,-1242.352
956.7552,-1500,-1202.0896
1048.2918,-1500,-1161.8272
1139.8283,-1500,-1121.564
1231.3648,-1500,-1081.302
1322.2475,-1500,-1039.5849
1412.5243,-1500,-996.572
1502.801,-1500,-953.5592
1593.0778,-1500,-910.5464
1683.4731,-1500,-867.78
1773.8234,-1500,-824.9249
1863.766,-1500,-781.2176
1953.4664,-1500,-737.0156
2043.0048,-1500,-692.4859
2131.7976,-1500,-646.48
2219.7622,-1500,-598.9249
2308.0997,-1500,-552.058
2397.4746,-1500,-507.2014
2487.4689,-1500,-463.6006
2577.7328,-1500,-420.5608
2666.7231,-1500,-374.9462
2753.3325,-1500,-324.958
2839.0606,-1500,-273.4732
2925.4624,-1500,-223.127
3011.4845,-1500,-172.13
3096.8758,-1500,-120.0934
3182.7422,-1500,-68.8396
3268.6943,-1500,-17.729
3354.4655,-1500,33.6836
3440.2366,-1500,85.096
3526.0078,-1500,136.5098
3611.7787,-1500,187.92
3697.3694,-1500,239.636
3782.374,-1500,292.3072
3866.9959,-1500,345.5908
3951.6177,-1500,398.874
4036.2396,-1500,452.1579
4120.8615,-1500,505.44
4205.4833,-1500,558.725
4290.1052,-1500,612.0086
4374.7264,-1500,665.29
4458.7882,-1500,719.456
4542.8501,-1500,773.6189
4626.9119,-1500,827.7816
4710.9738,-1500,881.9444
4795.0356,-1500,936.1072
4879.0975,-1500,990.2699
4937.6625,-1500,1028.004
590.6091,-1666.6667,-1363.1394
681.5904,-1666.6667,-1323.1212
772.5716,-1666.6667,-1283
863.5529,-1666.6667,-1243.0848
954.5341,-1666.6667,-1203.0666
1045.5153,-1666.6667,-1163.0484
1136.4966,-1666.6667,-1123.0302
1227.4778,-1666.6667,-1083.012
1317.8369,-1666.6667,-1041.6094
1407.5955,-1666.6667,-998.9204
1497.3246,-1666.6667,-956.168
1587.0538,-1666.6667,-913.4166
1676.8928,-1666.6667,-870.8962
1766.6982,-1666.6667,-828.3048
1856.1274,-1666.6667,-784.9296
1945.3043,-1666.6667,-741.03
2034.3142,-1666.6667,-696.8079
2122.6407,-1666.6667,-651.23
2210.1571,-1666.6667,-604.1184
2297.918,-1666.6667,-557.4599
2386.6312,-1666.6667,-512.643
2476.0044,-1666.6667,-469
2565.6864,-1666.6667,-426.3048
2654.307,-1666.6667,-381.3104
2740.7232,-1666.6667,-332.235
2826.0595,-1666.6667,-281.28
2911.835,-1666.6667,-231.0678
2997.3952,-1666.6667,-180.4868
3082.3718,-1666.6667,-128.9328
3167.6366,-1666.6667,-77.856
3253.0523,-1666.6667,-27.0308
3338.336,-1666.6667,24
3423.5869,-1666.6667,75.116
3508.8377,-1666.6667,126.2
3594.0884,-1666.6667,177.319
3679.1971,-1666.6667,228.6568
3763.8104,-1666.6667,280.8048
3848.0025,-1666.6667,333.63
3932.1111,-1666.6667,386.5916
4016.2196,-1666.6667,439.552
4100.3281,-1666.6667,492.512
4184.4367,-1666.6667,545.472
4268.5452,-1666.6667,598.4
4352.6532,-1666.6667,651.3942
4436.351,-1666.6667,704.999
4519.9029,-1666.6667,758.833
4603.4548,-1666.6667,812.66
4687.0067,-1666.6667,866.5019
4770.5586,-1666.6667,920.336
4854.1106,-1666.6667,974
4937.6625,-1666.6667,1028.004
590.6091,-1583.3333,-1363.1394
681.5904,-1583.3333,-1323.1212
772.5716,-1583.3333,-1283
863.5529,-1583.3333,-1243.0848
954.5341,-1583.3333,-1203.0666
1045.5153,-1583.3333,-1163.0484
1136.4966,-1583.3333,-1123.0302
1227.4778,-1583.3333,-1083.012
1317.8369,-1583.3333,-1041.6094
1407.5955,-1583.3333,-998.9204
1497.3246,-1583.3333,-956.168
1587.0538,-1583.3333,-913.4166
1676.8928,-1583.3333,-870.8962
1766.6982,-1583.3333,-828.3048
1856.1274,-1583.3333,-784.9296
1945.3043,-1583.3333,-741.03
2034.3142,-1583.3333,-696.8079
2122.6407,-1583.3333,-651.23
2210.1571,-1583.3333,-604.1184
2297.918,-1583.3333,-557.4599
2386.6312,-1583.3333,-512.643
2476.0044,-1583.3333,-469
2565.6864,-1583.3333,-426.3048
2654.307,-1583.3333,-381.3104
2740.7232,-1583.3333,-332.235
2826.0595,-1583.3333,-281.28
2911.835,-1583.3333,-231.0678
2997.3952,-1583.3333,-180.4868
3082.3718,-1583.3333,-128.9328
3167.6366,-1583.3333,-77.856
3253.0523,-1583.3333,-27.0308
3338.336,-1583.3333,24
3423.5869,-1583.3333,75.116
3508.8377,-1583.3333,126.2
3594.0884,-1583.3333,177.319
3679.1971,-1583.3333,228.6568
3763.8104,-1583.3333,280.8048
3848.0025,-1583.3333,333.63
3932.1111,-1583.3333,386.5916
4016.2196,-1583.3333,439.552
4100.3281,-1583.3333,492.512
4184.4367,-1583.3333,545.472
4268.5452,-1583.3333,598.4
4352.6532,-1583.3333,651.3942
4436.351,-1583.3333,704.999
4519.9029,-1583.3333,758.833
4603.4548,-1583.3333,812.66
4687.0067,-1583.3333,866.5019
4770.5586,-1583.3333,920.336
4854.1106,-1583.3333,974
4937.6625,-1583.3333,1028.004
4208.3953,-1589.1316,709.5694
4256.9916,-1580.558,680.3752
4225.9365,-1546.2883,697.3488
4237.2323,-1610.7444,693.073
4281.4717,-1631.5641,671.8816
4296.5998,-1592.8376,664.7154
4290.6773,-1547.1159,658.6312
4255.9436,-1531.9637,670.8712
4227.5783,-1500,693.5493
4208.6681,-1500,715.368
4185.3866,-1540.8172,728.4125
4161.3926,-1574.0693,737.6346
4181.8002,-1609.6402,724.2094
4199.9915,-1637.9157,714.0514
4241.6489,-1646.5861,690.4335
4211.9544,-1699.49,708.0567
4177.2379,-1674.3231,728.004
4166.4299,-1723.8367,740.9379
4221.4115,-1750.3735,700.6679
4183.141,-1757.9137,735.3407
4238.9481,-1788.3567,686.0172
4277.7105,-1772.8747,655.5112
4249.524,-1722.3792,674.9476
4261.3131,-1684.4398,676.1162
4298.0261,-1668.2242,663.2432
4310.1734,-1626.6712,662.1823
4337.7084,-1598.2107,655.2553
4311.8016,-1569.7502,657.607
4312.667,-1531.8028,651.0777
4284.3089,-1500,647.1952
4265.3987,-1500,652.1709
4246.4885,-1500,671.4598
4303.2191,-1500,647.4863
4322.1293,-1500,647.8374
4337.7084,-1522.316,648.7427
4337.7084,-1503.3423,648.0334
4337.7084,-1541.2897,650.3587
4337.7084,-1560.2633,652.2644
4337.7084,-1579.237,653.9936
4337.7084,-1617.1843,655.9
4337.7084,-1636.158,655.8668
4337.7084,-1655.1317,655.1689
4337.7084,-1674.1053,653.87
4309.1534,-1702.5658,654.7043
4337.7084,-1693.079,652.1366
4337.7084,-1712.0527,650.285
4337.7084,-1731.0263,648.7083
4289.0447,-1725.0112,653.1127
4306.0887,-1757.1578,648.053
4337.7084,-1750,648.0767
4337.7084,-1764.3155,648.4803
4337.7084,-1783.2892,649.8633
4296.672,-1811.7497,660.455
4337.7084,-1802.2628,651.6772
4337.7084,-1821.2365,653.4229
4306.6439,-1849.697,662.3662
4337.7084,-1840.2102,654.9013
4337.7084,-1859.1838,655.7537
4311.2165,-1887.6443,661.632
4337.7084,-1878.1575,655.9425
4337.7084,-1897.1312,655.4743
4312.2821,-1925.5917,658.1384
4337.7084,-1916.1048,654.3317
4337.7084,-1935.0785,652.7129
4337.7084,-1954.0522,650.8478
4311.4582,-1963.539,652.0213
4337.7084,-1973.0258,649.082
4326.7719,-2000,647.958
4337.7084,-1991.9995,648.164
4307.8617,-2000,647.576
4288.9515,-2000,647.269
4287.4126,-1949.3394,660.5647
4270.0413,-2000,649.1439
4246.3992,-1958.1789,680.5115
4251.1311,-2000,666.228
4232.2209,-2000,688.0577
4203.8556,-1973.3589,716.9063
4213.3107,-2000,710.0347
4194.4005,-2000,728.5535
4175.4903,-2000,740.0464
4166.0352,-1962.8536,740.4928
4156.5801,-2000,748.1967
4128.2148,-1969.2003,758.3646
4137.6699,-2000,755.9995
4118.7597,-2000,762.6245
4090.3944,-1972.0409,771.1766
4099.8495,-2000,768.029
4080.9393,-2000,773.0458
4062.0291,-2000,776.9997
4062.4237,-1955.9554,776.9343
4043.1189,-2000,779.5508
4028.644,-1965.1619,783.2722
4024.2087,-2000,781.9669
4005.2985,-2000,784.4067
3987.802,-1954.0539,787.905
3986.3883,-2000,786.8344
3958.023,-1972.3598,790.129
3967.4781,-2000,788.478
3948.5679,-2000,788.1715
3929.6577,-2000,787.9959
3933.864,-1956.0381,790.6589
3901.2924,-1971.5147,790.9255
3910.7475,-2000,788.264
3891.8373,-2000,788.5946
3872.449,-1963.5227,790.98
3872.9271,-2000,788.9252
3854.0169,-2000,788.8129
3825.6516,-1971.9735,788.8168
3835.1067,-2000,787.9157
3816.1965,-2000,786.1353
3797.2863,-2000,783.7337
3800.0821,-1957.2327,786.0629
3768.921,-1970.4218,782.1644
3778.3761,-2000,781.3004
3759.4659,-2000,779.0142
3740.5557,-2000,776.4889
3731.1006,-1970.4218,776.2118
3721.6455,-2000,773.23
3702.7353,-2000,768.4896
3693.2802,-1957.0632,767.7783
3683.8251,-2000,763.7026
3664.9149,-2000,758.9816
3642.2622,-1958.2934,754.7458
3646.0047,-2000,754.2117
3627.0945,-2000,749.1825
3595.7448,-1966.9827,741.284
3608.1843,-2000,743.8757
3589.2741,-2000,738.3674
3570.3639,-2000,731.9826
3564.8521,-1953.8859,730.974
3551.4537,-2000,724.9454
3526.1348,-1961.0284,717.6275
3532.5435,-2000,718.332
3513.6333,-2000,712.4433
3485.268,-1969.5585,703.4864
3494.7231,-2000,706.4448
3475.8129,-2000,700.397
3456.9027,-2000,693.898
3453.6385,-1956.3489,690.4006
3437.9925,-2000,685.29
3409.6272,-1957.1107,669.54
3419.0823,-2000,674.95
3400.172,-2000,664.6365
3381.2618,-2000,654.3879
3372.0003,-1954.2214,650.9389
3362.3516,-2000,644.3767
3330.753,-1967.2953,631.6184
3343.4414,-2000,634.8452
3324.5312,-2000,626.8596
3305.621,-2000,621.0268
3299.6821,-1955.6045,622.1843
3286.7108,-2000,615.3285
3265.0724,-1964.3055,613.2512
3267.8006,-2000,611.4879
3248.8904,-2000,609.519
3220.5251,-1972.7188,607.8727
3229.9802,-2000,608.5293
3211.07,-2000,607.6826
3192.1598,-2000,606.7893
3182.7047,-1956.1772,606.0357
3173.2496,-2000,605.947
3154.3394,-2000,605.932
3131.6945,-1958.2888,604.3154
3135.4292,-2000,605.8823
3116.519,-2000,605.587
3085.1694,-1966.9827,602.668
3097.6088,-2000,604.7067
3078.6986,-2000,603.56
3059.7884,-2000,602.3494
3054.2767,-1953.8859,601.1008
3040.8782,-2000,601.3825
3014.7311,-1960.4442,599.549
3021.968,-2000,600.7698
3003.0578,-2000,600.2649
2974.6925,-1969.2941,598.4
2984.1476,-2000,599.872
2965.2374,-2000,599.1668
2946.3272,-2000,598.6413
2941.1473,-1955.9425,597.2307
2917.9619,-1972.851,596.6968
2927.417,-2000,598.0443
2908.5068,-2000,597.435
2889.5966,-2000,596.944
2880.1415,-1970.3286,595.6007
2870.6864,-2000,596.5697
2851.7762,-2000,596.1385
2842.1786,-1965.1588,594.4482
2832.866,-2000,595.6848
2804.5007,-1973.5165,593.2574
2813.9558,-2000,595.0436
2795.0456,-2000,594.1463
2776.1354,-2000,593.1872
2771.6352,-1958.4104,591.3783
2747.7701,-1973.394,590.4992
2757.2252,-2000,592.36
2738.315,-2000,591.4655
2719.4048,-2000,590.2834
2709.9497,-1972.7188,588.0936
2700.4946,-2000,588.856
2681.5844,-2000,587.4033
2672.1293,-1956.1772,584.9332
2662.6742,-2000,585.867
2643.764,-2000,584.2907
2621.119,-1958.2888,581.0012
2624.8538,-2000,582.8358
2605.9436,-2000,581.4309
2574.5939,-1966.9827,577.619
2587.0334,-2000,580.0418
2568.1232,-2000,578.679
2549.213,-2000,577.3965
2543.7013,-1953.8859,575.298
2530.3028,-2000,576.077
2504.1557,-1960.4442,572.6582
2511.3926,-2000,574.7935
2492.4824,-2000,573.679
2464.1171,-1969.2941,570.2554
2473.5722,-2000,572.5348
2454.662,-2000,571.4563
2435.7518,-2000,570.3219
2430.5718,-1955.9425,567.8413
2407.3865,-1972.851,566.6376
2416.8416,-2000,569.0998
2397.9314,-2000,567.7425
2379.0212,-2000,566.3724
2369.5661,-1970.3286,563.8063
2360.111,-2000,565.0104
2341.2008,-2000,563.6034
2331.6032,-1965.1588,560.7577
2322.2906,-2000,562.1014
2293.9253,-1973.5165,557.979
2303.3804,-2000,560.574
2284.4702,-2000,559.0533
2265.56,-2000,557.5236
2261.0598,-1958.4104,555.0678
2237.1947,-1973.394,553.5093
2246.6498,-2000,556.0232
2227.7396,-2000,554.54
2208.8294,-2000,553.3068
2215.3203,-1948.6192,551.7579
2177.8573,-1961.0196,549.5144
2189.9192,-2000,552.065
2171.009,-2000,550.8523
2152.0988,-2000,550.114
2123.7335,-1969.2129,547.5636
2133.1886,-2000,549.5867
2114.2784,-2000,549.232
2095.3682,-2000,549.0325
2095.6823,-1952.0533,547.0482
2076.458,-2000,549.1215
2060.3115,-1962.9724,546.9375
2057.5478,-2000,549.2569
2038.6376,-2000,549.3139
2019.17,-1954.1043,546.7289
2019.7274,-2000,549.2709
2000.8172,-2000,549.2125
1967.7921,-1963.4266,546.6285
1981.907,-2000,549.1052
1962.9968,-2000,548.9918
1944.0866,-2000,548.8015
1933.8256,-1949.3099,546.1862
1925.1764,-2000,548.6962
1896.8111,-1967.7711,546.2142
1906.2662,-2000,548.6019
1887.356,-2000,548.5007
1858.9907,-1970.2644,545.8893
1868.4458,-2000,548.3157
1849.5356,-2000,547.9749
1830.6254,-2000,547.6573
1829.9372,-1959.1097,545.1513
1802.2601,-1971.2256,544.9973
1811.7152,-2000,547.3655
1792.805,-2000,547.0307
1773.8948,-2000,546.7023
1765.4244,-1955.4216,543.8825
1754.9846,-2000,546.3858
1731.3123,-1964.8276,543.2474
1736.0744,-2000,545.97
1717.1642,-2000,545.3376
1693.8386,-1956.3803,541.849
1698.254,-2000,544.6762
1669.8887,-1972.6026,541.446
1679.3438,-2000,544
1660.4336,-2000,543.3463
1641.5234,-2000,542.672
1650.9785,-1947.8387,540.1855
1611.4718,-1959.4401,538.7377
1622.6132,-2000,542.0297
1603.703,-2000,541.222
1584.7928,-2000,540.2054
1573.8275,-1955.7314,536.8133
1565.8826,-2000,539.1986
1546.9724,-2000,538.2178
1537.5173,-1945.0974,534.7452
1518.6071,-1970.0898,534.1403
1528.0622,-2000,537.1866
1509.152,-2000,535.9515
1490.2418,-2000,534.8764
1490.0912,-1951.9274,532.1705
1458.0089,-1965.5132,530.6437
1471.3316,-2000,533.9247
1452.4214,-2000,532.9322
1433.5112,-2000,531.898
1405.1459,-1959.8538,527.9389
1414.601,-2000,530.994
1395.6908,-2000,530.176
1365.7153,-1965.0469,526.9493
1376.7805,-2000,529.475
1357.8703,-2000,528.7705
1338.9601,-2000,528.022
1332.4945,-1951.908,525.7126
1310.5948,-1971.87,524.8962
1320.0499,-2000,527.2317
1301.1397,-2000,526.64
1282.2295,-2000,525.899
1272.7744,-1969.2176,523.492
1263.3193,-2000,525.2397
1244.4091,-2000,524.5778
1215.6873,-1958.9357,521.8057
1225.4989,-2000,523.9125
1206.5887,-2000,523.2867
1178.2234,-1971.6739,520.8437
1187.6785,-2000,522.6737
1168.7683,-2000,522.0555
1149.6785,-1963.1841,521.594
1149.8581,-2000,521.469
1130.9479,-2000,520.8856
1113.0476,-1980.0131,523.0872
1113.0476,-1998.9867,520.3235
1113.0476,-1961.0394,526.3323
1113.0476,-1942.0657,529.158
1148.5545,-1920.2776,526.1469
1113.0476,-1923.0921,531.418
1113.0476,-1904.1184,533.0297
1147.1049,-1880.5627,528.7436
1113.0476,-1885.1447,533.9558
1113.0476,-1866.1711,534.16
1141.9598,-1837.7106,528.7518
1113.0476,-1847.1974,533.625
1113.0476,-1828.2237,532.3627
1113.0476,-1809.2501,530.3474
1158.9454,-1812.3909,525.495
1113.0476,-1790.2764,527.6394
1151.5347,-1774.373,522.5247
1113.0476,-1771.3027,524.3109
1113.0476,-1752.3291,520.5444
1145.7072,-1723.8686,522.6607
1113.0476,-1733.3554,523.4044
1113.0476,-1714.3817,526.9176
1113.0476,-1695.4081,529.742
1150.1709,-1665.898,527.7363
1113.0476,-1676.4344,531.9356
1113.0476,-1657.4607,533.378
1113.0476,-1638.4871,534.0978
1156.8451,-1610.0266,527.4105
1113.0476,-1619.5134,534.0736
1113.0476,-1600.5398,533.3225
1147.2118,-1576.7943,526.0194
1113.0476,-1581.5661,531.866
1113.0476,-1562.5924,529.7692
1154.6707,-1538.2407,521.5455
1113.0476,-1543.6188,527.0728
1113.0476,-1524.6451,523.9078
1145.2156,-1500,521.28
1126.3054,-1500,520.7325
1113.0476,-1505.6714,520.6579
1164.1258,-1500,521.9599
1183.036,-1500,522.5289
1211.4013,-1535.4081,521.6036
1201.9462,-1500,523.1159
1220.8564,-1500,523.7565
1239.7666,-1500,524.3474
1250.0028,-1551.8124,522.94
1258.6768,-1500,525.0945
1283.3407,-1536.382,523.824
1277.587,-1500,525.7543
1296.4972,-1500,526.4888
1324.8625,-1525.77,525.489
1315.4074,-1500,527.1795
1334.3176,-1500,527.875
1353.2278,-1500,528.56
1362.6829,-1525.77,526.96
1372.138,-1500,529.3222
1391.0482,-1500,530.0312
1400.5033,-1529.3238,527.992
1409.9584,-1500,530.8094
1428.8686,-1500,531.645
1446.6869,-1537.2412,529.9785
1447.7788,-1500,532.6266
1466.689,-1500,533.67
1480.6605,-1533.3679,531.8839
1485.5992,-1500,534.6414
1504.5094,-1500,535.6958
1512.0522,-1545.4474,533.413
1532.8747,-1526.5357,535.0924
1523.4196,-1500,536.8934
1542.3298,-1500,537.9372
1561.24,-1500,538.9754
1570.6951,-1530.2721,537.0189
1580.1502,-1500,539.9757
1599.0604,-1500,540.982
1623.3215,-1541.8009,539.222
1617.9706,-1500,541.8753
1646.3359,-1525.2316,540.6878
1636.8808,-1500,542.5496
1655.791,-1500,543.2157
1674.7012,-1500,543.8363
1665.2461,-1544.3792,540.8164
1702.0306,-1536.7328,542.268
1693.6114,-1500,544.4902
1712.5216,-1500,545.2007
1740.8869,-1530.5003,543.669
1731.4318,-1500,545.8558
1750.342,-1500,546.3239
1769.2522,-1500,546.63
1769.2211,-1545.0621,543.9672
1797.6175,-1530.5397,544.8577
1788.1624,-1500,546.9739
1807.0726,-1500,547.3194
1825.9828,-1500,547.6002
1823.0922,-1550.2935,544.9083
1854.3481,-1528.76,545.8469
1844.893,-1500,547.9189
1863.8032,-1500,548.2335
1882.7134,-1500,548.4909
1892.1685,-1528.76,546.305
1901.6236,-1500,548.5514
1920.5338,-1500,548.6724
1927.8108,-1549.6,546.1386
1948.8991,-1528.4059,546.73
1939.444,-1500,548.7946
1958.3542,-1500,548.9228
1977.2644,-1500,549.1123
1987.4178,-1536.5745,546.7479
1996.1746,-1500,549.2343
2015.0848,-1500,549.3035
2024.5399,-1541.8262,546.7889
2033.995,-1500,549.33
2052.9052,-1500,549.3347
2071.9466,-1545.2357,546.8756
2071.8154,-1500,549.1449
2090.7256,-1500,549.0643
2119.0909,-1534.6828,547.4349
2109.6358,-1500,549.1528
2128.546,-1500,549.4719
2147.4562,-1500,549.9369
2156.9113,-1543.7297,548.5353
2166.3664,-1500,550.625
2194.7317,-1530.5933,550.533
2185.2766,-1500,551.7926
2204.1868,-1500,552.998
2232.5521,-1527.4717,553.1366
2223.097,-1500,554.2477
2242.0072,-1500,555.6575
2260.9174,-1500,557.1833
2265.5162,-1542.2663,555.3996
2289.2827,-1526.7954,557.5994
2279.8276,-1500,558.6789
2298.7378,-1500,560.2163
2317.648,-1500,561.7072
2306.0787,-1554.5689,558.5047
2346.0133,-1533.4622,561.9063
2336.5582,-1500,563.2365
2355.4684,-1500,564.692
2374.3786,-1500,566.0355
2401.2008,-1545.3255,565.7884
2393.2888,-1500,567.3907
2412.199,-1500,568.7598
2439.982,-1538.491,568.555
2431.1092,-1500,570.0332
2450.0194,-1500,571.2
2478.3847,-1528.8663,571.199
2468.9296,-1500,572.228
2487.8398,-1500,573.4072
2506.75,-1500,574.5005
2513.7724,-1542.7451,573.2648
2525.6602,-1500,575.7563
2554.0255,-1528.8838,576.2219
2544.5704,-1500,577.1167
2563.4806,-1500,578.346
2582.3908,-1500,579.7064
2603.0731,-1535.9901,579.6912
2601.301,-1500,581.1107
2620.2112,-1500,582.516
2629.6663,-1526.6357,581.8755
2639.1214,-1500,583.916
2658.0316,-1500,585.4732
2667.4867,-1543.7377,584.5833
2676.9418,-1500,587.03
2705.3071,-1530.9841,587.6409
2695.852,-1500,588.5026
2714.7622,-1500,589.9629
2743.1275,-1527.4732,590.2067
2733.6724,-1500,591.2239
2752.5826,-1500,592.1646
2771.4928,-1500,592.9538
2776.0195,-1542.5576,591.569
2799.8581,-1526.9429,593.0445
2790.403,-1500,593.9125
2809.3132,-1500,594.8414
