x	y	z	Name
350425.7556	5706444.7582	-320.6046	Ma_fw37
350350.5889	5706530.8688	-314.0996	Ma_fw37
350319.3286	5706566.6804	-314.6060	Ma_fw37
350303.6909	5706556.1585	-314.8068	Ma_fw37
350248.6137	5706519.0994	-315.5139	Ma_fw37
350244.9305	5706516.6212	-315.4381	Ma_fw37
350206.9016	5706574.6634	-314.2519	Ma_fw37
350166.4398	5706636.4190	-312.9898	Ma_fw37
350110.7616	5706721.3988	-315.5139	Ma_fw37
350055.0834	5706806.3787	-318.0381	Ma_fw37
350023.2673	5706854.9387	-326.8724	Ma_fw37
349981.0123	5706919.4312	-348.1771	Ma_fw37
349970.6830	5706935.1559	-353.3756	Ma_fw37
349935.3450	5706988.9524	-367.8893	Ma_fw37
349900.0070	5707042.7489	-382.4029	Ma_fw37
349855.3149	5707110.7856	-390.6063	Ma_fw37
349810.6227	5707178.8223	-398.8096	Ma_fw37
349741.3326	5707284.3056	-407.6440	Ma_fw37
349704.6767	5707340.1083	-411.1485	Ma_fw37
349682.7143	5707373.5428	-413.2482	Ma_fw37
349669.0675	5707396.5646	-414.6529	Ma_fw37
349550.7243	5707596.2077	-440.9815	Ma_fw37
349609.2278	5707632.3325	-448.7817	Ma_fw37
349618.5413	5707638.0834	-495.3018	Hu_fw37
349550.7243	5707596.2077	-485.9889	Hu_fw37
349580.8044	5707545.4630	-479.0963	Hu_fw37
349618.4749	5707481.9134	-472.1609	Hu_fw37
349656.1455	5707418.3639	-465.2254	Hu_fw37
349682.7143	5707373.5428	-461.7079	Hu_fw37
349707.3017	5707336.1122	-458.6845	Hu_fw37
349760.4957	5707255.1328	-452.1435	Hu_fw37
349818.8520	5707166.2946	-446.8290	Hu_fw37
349877.2082	5707077.4564	-441.5145	Hu_fw37
349945.8891	5706972.9007	-421.8916	Hu_fw37
349981.0123	5706919.4312	-405.7144	Hu_fw37
349984.9358	5706913.4428	-403.9040	Hu_fw37
350043.1871	5706824.5358	-377.7402	Hu_fw37
350090.2362	5706752.7262	-368.7463	Hu_fw37
350129.8918	5706692.2010	-367.9287	Hu_fw37
350169.5475	5706631.6758	-367.1111	Hu_fw37
350218.1649	5706557.4726	-368.7463	Hu_fw37
350244.9305	5706516.6212	-369.6466	Hu_fw37
350278.0118	5706538.8802	-370.3816	Hu_fw37
350319.3286	5706566.6804	-372.5679	Hu_fw37
350341.6921	5706541.0609	-374.0609	Hu_fw37
350396.8039	5706477.9251	-377.7402	Hu_fw37
350441.1113	5706427.1667	-382.6943	Hu_fw37
350467.6737	5706392.3152	-385.9164	Hu_fw37
350537.2661	5706301.0061	-419.6357	Hu_fw37
350538.5043	5706299.2934	-420.2564	Hu_fw37
350579.2225	5706242.9733	-443.1497	Hu_fw37
350584.4919	5706235.6848	-434.1559	Hu_fw37
350588.8032	5706229.7215	-428.4326	Hu_fw37
350592.1565	5706225.0834	-428.4326	Hu_fw37
350599.8211	5706214.4819	-439.0616	Hu_fw37
350616.5874	5706191.2913	-457.8669	Hu_fw37
350640.0602	5706158.8244	-482.3954	Hu_fw37
350671.1976	5706115.7561	-505.2888	Hu_fw37
350679.3412	5706104.4921	-511.0121	Hu_fw37
350685.5687	5706095.8784	-511.8297	Hu_fw37
350697.0123	5706080.0500	-508.7220	Hu_fw37
350675.5545	5706109.7298	-485.8705	Hu_fw29
350685.6688	5706095.7400	-487.0986	Hu_fw29
350689.1541	5706090.9192	-487.0986	Hu_fw29
350693.4595	5706084.9641	-483.2494	Hu_fw29
350697.9700	5706078.7254	-465.7530	Hu_fw29
350700.0202	5706075.8896	-452.4558	Hu_fw29
350701.2503	5706074.1881	-444.0575	Hu_fw29
350703.7105	5706070.7852	-442.6578	Hu_fw29
350708.2210	5706064.5465	-442.6578	Hu_fw29
350719.2920	5706049.2334	-453.8555	Hu_fw29
350731.5932	5706032.2187	-467.1527	Hu_fw29
350750.2500	5706006.4132	-482.8994	Hu_fw29
350766.0365	5705984.5778	-491.6476	Hu_fw29
350772.5972	5705975.5033	-490.2479	Hu_fw29
350774.4423	5705972.9512	-481.4997	Hu_fw29
350776.4925	5705970.1154	-465.7530	Hu_fw29
350777.1076	5705969.2647	-441.2581	Hu_fw29
350777.5334	5705968.6756	-431.0506	Hu_fw29
350965.7395	5705708.3548	-558.3028	Ka_fw29
350898.9063	5705800.7965	-524.4800	Ka_fw29
350837.5571	5705885.6528	-493.9008	Ka_fw29
350820.4067	5705909.3747	-486.7207	Ka_fw29
350815.1862	5705916.5954	-498.4153	Ka_fw29
350814.8600	5705917.0467	-524.5891	Ka_fw29
350814.6690	5705917.3108	-540.6755	Ka_fw29
350814.6417	5705917.3487	-588.1837	Ka_fw29
350749.8222	5706007.0050	-410.5628	Ka_hw29
350776.5200	5705970.0774	-411.2124	Ka_hw29
350785.3393	5705957.8788	-412.5808	Ka_hw29
350799.3699	5705938.4721	-394.7913	Ka_hw29
350804.1804	5705931.8183	-385.8965	Ka_hw29
350810.9953	5705922.3922	-387.9491	Ka_hw29
350820.6164	5705909.0847	-400.2650	Ka_hw29
350830.2374	5705895.7772	-407.1071	Ka_hw29
350842.6645	5705878.5883	-408.4756	Ka_hw29
350853.0873	5705864.1719	-404.3703	Ka_hw29
350868.7214	5705842.5472	-387.2649	Ka_hw29
350885.9591	5705818.7046	-365.3701	Ka_hw29
350893.5757	5705808.1695	-353.7385	Ka_hw29
350899.1880	5705800.4068	-351.0016	Ka_hw29
350902.3950	5705795.9710	-355.1069	Ka_hw29
350909.2099	5705786.5448	-373.5807	Ka_hw29
350924.0423	5705766.0291	-391.3702	Ka_hw29
350934.4651	5705751.6126	-402.3176	Ka_hw29
350942.8834	5705739.9686	-404.3703	Ka_hw29
350949.6983	5705730.5424	-403.0018	Ka_hw29
350954.0944	5705724.4619	-396.9595	Ka_hw29
350847.1756	5705872.3488	-610.5468	ER_fw29
350848.2879	5705870.8102	-573.0897	ER_fw29
350851.3543	5705866.5688	-558.6971	ER_fw29
350862.0867	5705851.7242	-562.6223	ER_fw29
350895.8169	5705805.0696	-586.1740	ER_fw29
350934.9133	5705750.9926	-603.1835	ER_fw29
350967.4127	5705706.0405	-619.3413	ER_fw29
350989.7228	5705675.1818	-627.7411	ER_fw29
351005.4711	5705653.3992	-631.6610	ER_fw29
351015.9700	5705638.8775	-631.6610	ER_fw29
351023.8442	5705627.9862	-626.6211	ER_fw29
351027.1251	5705623.4481	-624.3812	ER_fw29
351027.1251	5705623.4481	-619.9013	ER_fw29
351027.1251	5705623.4481	-614.8497	ER_fw29
350828.0002	5705898.8715	-459.7628	Er_hw29
350849.7150	5705868.8363	-460.9723	Er_hw29
350863.8859	5705849.2356	-445.3220	Er_hw29
350878.8903	5705828.4819	-427.5376	Er_hw29
350885.1422	5705819.8345	-423.2693	Er_hw29
350893.4780	5705808.3047	-426.8262	Er_hw29
350916.8183	5705776.0211	-446.0334	Er_hw29
350940.9921	5705742.5846	-458.1268	Er_hw29
350978.5033	5705690.7003	-460.2609	Er_hw29
350996.0085	5705666.4877	-448.8789	Er_hw29
351007.2618	5705650.9224	-437.4969	Er_hw29
351013.5137	5705642.2750	-429.6717	Er_hw29
351019.7161	5705633.6961	-415.2894	Er_hw29
351092.6227	5705532.8539	-435.6724	Pr_hw30
351116.2862	5705500.1232	-366.9699	Pr_hw30
351158.3377	5705441.9589	-290.5660	Pr_hw30
351198.3544	5705386.6090	-231.5267	Pr_hw30
351250.5795	5705314.3728	-162.0687	Pr_hw30
351310.2654	5705231.8171	-115.7634	Pr_hw30
351363.8471	5705157.7045	-86.8225	Pr_hw30
351408.6116	5705095.7877	-66.5639	Pr_hw30
351453.3760	5705033.8710	-46.3053	Pr_hw30
351503.2273	5704964.9182	-27.2044	Pr_hw30
351553.0786	5704895.9654	-8.1034	Pr_hw30
351614.7281	5704791.3442	26.6256	Pr_hw30
351658.9531	5704712.6205	48.6206	Pr_hw30
351665.7570	5704700.5092	52.0935	Pr_hw30
351669.1589	5704694.4536	55.5664	Pr_hw30
351671.4269	5704690.4164	59.0393	Pr_hw30
351673.6766	5704686.4117	66.6950	Pr_hw30
351829.6353	5704383.8344	-558.9356	Mg_hw29
351854.2772	5704335.7618	-517.9728	Mg_hw29
351906.1738	5704234.5190	-453.9088	Mg_hw29
351927.3355	5704193.2356	-446.1769	Mg_hw29
351957.0627	5704135.2421	-436.2360	Mg_hw29
351965.4296	5704118.9195	-432.7476	Mg_hw29
352038.3488	5703974.5946	-401.9948	Mg_hw29
352071.7216	5703908.5417	-377.6947	Mg_hw29
352100.6115	5703851.3615	-332.4080	Mg_hw29
352133.9843	5703785.3085	-259.5076	Mg_hw29
352171.6740	5703710.7112	-164.3446	Mg_hw29
352183.3652	5703685.2888	-132.4841	Mg_hw29
352207.3629	5703633.1056	-64.0018	Mg_hw29
352223.0373	5703599.0216	-19.8197	Mg_hw29
349619.4051	5707638.6168	-790.5638	Di_fw29
349607.7470	5707631.4182	-785.9966	Di_fw29
349550.7243	5707596.2077	-776.7981	Di_fw29
349597.9961	5707516.4610	-764.0739	Di_fw29
349679.4414	5707379.0640	-749.9808	Di_fw29
349682.7143	5707373.5428	-749.3896	Di_fw29
349744.5293	5707279.4391	-739.0194	Di_fw29
349857.1531	5707107.9873	-721.7945	Di_fw29
349942.2656	5706978.4168	-703.0036	Di_fw29
349981.0123	5706919.4312	-689.6669	Di_fw29
350051.3237	5706812.1170	-665.4218	Di_fw29
350130.2759	5706691.6148	-656.0264	Di_fw29
350233.2571	5706534.4379	-659.1582	Di_fw29
350244.9305	5706516.6212	-659.9471	Di_fw29
350297.4144	5706551.9353	-662.2900	Di_fw29
350319.3286	5706566.6804	-665.1404	Di_fw29
350441.1113	5706427.1667	-685.1248	Di_fw29
350444.7838	5706422.3482	-685.7786	Di_fw29
350469.4632	5706389.9674	-698.3059	Di_fw29
350537.2661	5706301.0061	-742.2934	Di_fw29
350553.3849	5706278.7110	-753.1126	Di_fw29
350638.7080	5706160.6947	-809.4852	Di_fw29
350712.1042	5706059.1753	-836.1056	Di_fw29
350778.1608	5705967.8079	-840.8033	Di_fw29
350935.0452	5705750.8101	-804.7875	Di_fw29
351005.6891	5705653.0977	-796.9580	Di_fw29
351091.9297	5705533.8124	-811.0511	Di_fw29
351239.6396	5705329.5046	-839.2374	Di_fw29
351282.7598	5705269.8620	-840.8033	Di_fw29
351288.2646	5705262.2480	-832.9738	Di_fw29
351313.9532	5705226.7162	-720.2286	Di_fw29
351327.9630	5705207.3384	-656.6989	Di_fw29
349617.6014	5707637.5031	-873.2359	So_fw29
349566.2608	5707605.8012	-856.1989	So_fw29
349550.7243	5707596.2077	-853.3679	So_fw29
349612.9816	5707491.1806	-834.4388	So_fw29
349681.2212	5707376.0615	-819.2067	So_fw29
349682.7143	5707373.5428	-818.9405	So_fw29
349805.9514	5707185.9337	-798.5346	So_fw29
349900.3316	5707042.2547	-788.7426	So_fw29
349961.2607	5706949.4999	-772.4225	So_fw29
349981.0123	5706919.4312	-765.2273	So_fw29
350038.8111	5706831.2147	-744.1343	So_fw29
350101.4193	5706735.6578	-731.0783	So_fw29
350164.0274	5706640.1009	-723.4622	So_fw29
350244.9305	5706516.6212	-726.2130	So_fw29
350267.7845	5706531.9986	-726.7263	So_fw29
350319.3286	5706566.6804	-731.1957	So_fw29
350377.9263	5706499.5511	-737.6063	So_fw29
350425.1484	5706445.4538	-744.1343	So_fw29
350441.1113	5706427.1667	-752.9293	So_fw29
350471.9038	5706386.7652	-771.3345	So_fw29
350537.2661	5706301.0061	-812.0242	So_fw29
350575.4457	5706248.1971	-836.6148	So_fw29
350653.8526	5706139.7471	-879.0470	So_fw29
350706.7613	5706066.5654	-895.3671	So_fw29
350780.7060	5705964.2874	-900.8071	So_fw29
350869.3122	5705841.7301	-888.8390	So_fw29
350920.3085	5705771.1935	-875.7830	So_fw29
350975.1296	5705695.3667	-863.8149	So_fw29
351026.7634	5705623.9484	-863.8149	So_fw29
351099.4332	5705523.4338	-875.7830	So_fw29
351196.3262	5705389.4143	-894.2791	So_fw29
351268.3585	5705289.7814	-902.9831	So_fw29
351298.3189	5705248.3412	-899.7191	So_fw29
351314.2553	5705226.2985	-881.2230	So_fw29
351326.3669	5705209.5461	-845.3188	So_fw29
351351.2276	5705175.1595	-710.4062	So_fw29
351364.2177	5705157.1920	-645.0003	So_fw29
349611.7650	5707633.8992	-1140.7541	Gi5_fw29
349577.8858	5707612.9794	-1127.9825	Gi5_fw29
349550.7243	5707596.2077	-1117.5891	Gi5_fw29
349550.7243	5707596.2077	-1117.5891	Gi5_fw29
349562.5217	5707576.3057	-1110.0565	Gi5_fw29
349682.7143	5707373.5428	-1071.9383	Gi5_fw29
349682.7143	5707373.5428	-1071.9383	Gi5_fw29
349706.8536	5707336.7944	-1064.8279	Gi5_fw29
349915.6623	5707018.9162	-1032.0155	Gi5_fw29
349974.6201	5706929.1623	-1018.5923	Gi5_fw29
349981.0123	5706919.4312	-1016.7016	Gi5_fw29
349981.0123	5706919.4312	-1016.7016	Gi5_fw29
350070.2655	5706783.2068	-990.2543	Gi5_fw29
350244.9305	5706516.6212	-960.4809	Gi5_fw29
350244.9305	5706516.6212	-960.4809	Gi5_fw29
350257.1769	5706524.8613	-959.1020	Gi5_fw29
350319.3286	5706566.6804	-964.5833	Gi5_fw29
350319.3286	5706566.6804	-964.5833	Gi5_fw29
350379.1905	5706498.1029	-971.2439	Gi5_fw29
350441.1113	5706427.1667	-1004.7804	Gi5_fw29
350441.1113	5706427.1667	-1004.7804	Gi5_fw29
350473.5823	5706384.5629	-1023.8591	Gi5_fw29
350537.2661	5706301.0061	-1059.2061	Gi5_fw29
350537.2661	5706301.0061	-1059.2061	Gi5_fw29
350602.5772	5706210.6697	-1096.7110	Gi5_fw29
350712.8426	5706058.1540	-1133.1369	Gi5_fw29
350783.9815	5705959.7568	-1133.1369	Gi5_fw29
350939.3015	5705744.9230	-1104.8056	Gi5_fw29
350996.2127	5705666.2052	-1090.6400	Gi5_fw29
351080.3937	5705549.7686	-1108.8530	Gi5_fw29
351214.3720	5705364.4539	-1133.1369	Gi5_fw29
351354.2786	5705170.9394	-1153.3735	Gi5_fw29
351401.7046	5705105.3413	-1141.2316	Gi5_fw29
351413.5610	5705088.9418	-1102.7820	Gi5_fw29
351440.8310	5705051.2228	-987.4332	Gi5_fw29
351477.5861	5705000.3843	-785.0670	Gi5_fw29
351494.1852	5704977.4250	-687.9312	Gi5_fw29
351510.6228	5704954.6889	-652.1499	Gi5_fw29
351538.4607	5704916.1845	-616.1548	Gi5_fw29
351565.9770	5704878.1247	-596.4771	Gi5_fw29
351565.9770	5704878.1247	-596.4771	Gi5_fw29
351576.1513	5704860.0138	-587.7734	Gi5_fw29
349620.5297	5707639.3112	-739.0165	Pr_fw29
349568.6194	5707607.2576	-725.3868	Pr_fw29
349604.5440	5707505.4147	-707.1305	Pr_fw29
349639.6088	5707446.2609	-698.6108	Pr_fw29
349674.6737	5707387.1070	-690.0912	Pr_fw29
349729.5189	5707302.2901	-684.0057	Pr_fw29
349768.6095	5707242.7809	-678.5288	Pr_fw29
349807.7001	5707183.2716	-673.0519	Pr_fw29
349853.1387	5707114.0985	-665.1408	Pr_fw29
349898.5773	5707044.9254	-657.2297	Pr_fw29
349968.0717	5706939.1312	-632.8878	Pr_fw29
350030.7942	5706843.4506	-615.8486	Pr_fw29
350081.4872	5706766.0795	-606.1118	Pr_fw29
350150.8565	5706660.2033	-603.6776	Pr_fw29
350220.2258	5706554.3271	-601.2434	Pr_fw29
350270.6420	5706533.9213	-600.0264	Pr_fw29
350330.7622	5706553.5822	-598.8093	Pr_fw29
350402.7958	5706471.0608	-604.8947	Pr_fw29
350457.4366	5706405.7469	-620.7169	Pr_fw29
350498.0138	5706352.5073	-643.8417	Pr_fw29
350552.8084	5706279.5084	-682.7886	Pr_fw29
350592.0281	5706225.2609	-708.3475	Pr_fw29
350653.3535	5706140.4376	-746.0774	Pr_fw29
350696.8517	5706080.2722	-764.3338	Pr_fw29
350753.8985	5706001.3668	-767.9851	Pr_fw29
350802.7448	5705933.8040	-761.2910	Pr_fw29
350851.5911	5705866.2413	-754.5970	Pr_fw29
350903.6464	5705794.2401	-743.6432	Pr_fw29
350955.7016	5705722.2389	-732.6894	Pr_fw29
351015.6007	5705639.3882	-726.6039	Pr_fw29
351082.6308	5705546.6744	-738.7748	Pr_fw29
351121.8504	5705492.4269	-745.4689	Pr_fw29
351161.0701	5705438.1794	-752.1629	Pr_fw29
351210.9861	5705369.1372	-766.7680	Pr_fw29
351240.9357	5705327.7119	-775.2876	Pr_fw29
351250.9189	5705313.9034	-771.6363	Pr_fw29
351264.4675	5705295.1634	-738.7748	Pr_fw29
351272.3114	5705284.3139	-692.5253	Pr_fw29
351279.1675	5705274.8308	-672.9304	Pr_fw29
349607.6103	5707631.3338	-1331.1853	Fi_fw29
349605.7329	5707630.1745	-1329.6643	Fi_fw29
349550.7243	5707596.2077	-1296.6206	Fi_fw29
349550.7243	5707596.2077	-1296.6206	Fi_fw29
349554.2129	5707590.3224	-1293.1238	Fi_fw29
349614.1613	5707489.1904	-1264.5270	Fi_fw29
349682.7143	5707373.5428	-1246.1944	Fi_fw29
349682.7143	5707373.5428	-1246.1944	Fi_fw29
349704.8507	5707339.8436	-1240.6963	Fi_fw29
349766.7801	5707245.5658	-1221.6317	Fi_fw29
349893.2557	5707053.0267	-1202.5671	Fi_fw29
349981.0123	5706919.4312	-1181.5355	Fi_fw29
349981.0123	5706919.4312	-1181.5355	Fi_fw29
350025.7563	5706851.1398	-1170.7929	Fi_fw29
350116.3066	5706712.9357	-1150.1396	Fi_fw29
350169.4179	5706631.8737	-1140.6073	Fi_fw29
350244.9305	5706516.6212	-1135.0401	Fi_fw29
350244.9305	5706516.6212	-1135.0401	Fi_fw29
350261.1054	5706527.5045	-1134.2524	Fi_fw29
350319.3286	5706566.6804	-1143.1355	Fi_fw29
350319.3286	5706566.6804	-1143.1355	Fi_fw29
350355.7157	5706524.9955	-1150.1396	Fi_fw29
350441.1113	5706427.1667	-1193.0388	Fi_fw29
350441.1113	5706427.1667	-1193.0388	Fi_fw29
350470.2554	5706388.9280	-1208.9220	Fi_fw29
350537.2661	5706301.0061	-1242.2948	Fi_fw29
350537.2661	5706301.0061	-1242.2948	Fi_fw29
350571.1637	5706254.1199	-1259.7609	Fi_fw29
350636.3209	5706163.9965	-1293.1238	Fi_fw29
350745.2263	5706013.3618	-1305.8336	Fi_fw29
350825.2765	5705902.6389	-1305.8336	Fi_fw29
350931.3895	5705755.8666	-1274.0593	Fi_fw29
350999.3391	5705661.8809	-1256.5834	Fi_fw29
351031.9176	5705616.8192	-1261.3496	Fi_fw29
351110.1062	5705508.6712	-1272.4706	Fi_fw29
351210.6343	5705369.6238	-1285.1803	Fi_fw29
351380.0428	5705135.3032	-1302.6561	Fi_fw29
351458.2313	5705027.1552	-1299.4787	Fi_fw29
351476.8476	5705001.4057	-1280.4141	Fi_fw29
351501.9797	5704966.6438	-1158.0831	Fi_fw29
351548.5205	5704902.2700	-876.8807	Fi_fw29
351565.2751	5704879.0955	-770.4369	Fi_fw29
351565.9770	5704878.1247	-768.5402	Fi_fw29
351565.9770	5704878.1247	-768.5402	Fi_fw29
351574.7277	5704862.5477	-740.2513	Fi_fw29
351591.8464	5704832.0753	-716.4206	Fi_fw29
351655.6525	5704718.4960	-678.2915	Fi_fw29
351683.4865	5704668.9494	-657.4403	Fi_fw29
351683.4865	5704668.9494	-657.4403	Fi_fw29
351758.2973	5704523.0045	-597.2670	Fi_fw29
351802.7295	5704436.3238	-563.0090	Fi_fw29
349602.9329	5707628.4455	-1545.5807	Mg_fw29
349550.7243	5707596.2077	-1505.3448	Mg_fw29
349550.7243	5707596.2077	-1505.3448	Mg_fw29
349563.9713	5707573.8601	-1488.3095	Mg_fw29
349609.8683	5707496.4328	-1448.7936	Mg_fw29
349682.7143	5707373.5428	-1427.6294	Mg_fw29
349682.7143	5707373.5428	-1427.6294	Mg_fw29
349734.4530	5707294.7788	-1413.6683	Mg_fw29
349922.4786	5707008.5394	-1369.7617	Mg_fw29
349981.0123	5706919.4312	-1358.6850	Mg_fw29
349981.0123	5706919.4312	-1358.6850	Mg_fw29
350107.8651	5706725.8198	-1334.6365	Mg_fw29
350201.7088	5706582.5891	-1310.4879	Mg_fw29
350244.9305	5706516.6212	-1315.5760	Mg_fw29
350244.9305	5706516.6212	-1315.5760	Mg_fw29
350292.4244	5706548.5777	-1319.2692	Mg_fw29
350319.3286	5706566.6804	-1326.1800	Mg_fw29
350319.3286	5706566.6804	-1326.1800	Mg_fw29
350386.0680	5706490.2241	-1347.8085	Mg_fw29
350441.1113	5706427.1667	-1376.3432	Mg_fw29
350441.1113	5706427.1667	-1376.3432	Mg_fw29
350507.4794	5706340.0880	-1413.6683	Mg_fw29
350537.2661	5706301.0061	-1428.2024	Mg_fw29
350537.2661	5706301.0061	-1428.2024	Mg_fw29
350599.7980	5706214.5138	-1459.7702	Mg_fw29
350689.8339	5706089.9789	-1483.9189	Mg_fw29
350809.4531	5705924.5254	-1470.7469	Mg_fw29
350929.0722	5705759.0719	-1446.5983	Mg_fw29
350993.3835	5705670.1184	-1424.6450	Mg_fw29
351016.5356	5705638.0951	-1415.8637	Mg_fw29
351070.5572	5705563.3742	-1429.0356	Mg_fw29
351269.9224	5705287.6183	-1450.9889	Mg_fw29
351528.4541	5704930.0253	-1450.9889	Mg_fw29
351547.7475	5704903.3392	-1440.0123	Mg_fw29
351565.9770	5704878.1247	-1345.3172	Mg_fw29
351565.9770	5704878.1247	-1345.3172	Mg_fw29
351575.4682	5704861.2297	-1286.3392	Mg_fw29
351612.0261	5704796.1541	-1038.2670	Mg_fw29
351633.5307	5704757.8744	-895.5706	Mg_fw29
351647.5087	5704732.9925	-853.8594	Mg_fw29
351683.4865	5704668.9494	-829.3737	Mg_fw29
351683.4865	5704668.9494	-829.3737	Mg_fw29
351692.0381	5704652.2666	-823.1248	Mg_fw29
351796.1855	5704449.0901	-733.1163	Mg_fw29
351868.2876	5704308.4294	-660.6704	Mg_fw29
351918.3585	5704210.7484	-605.7872	Mg_fw29
351959.4167	5704130.6500	-592.6152	Mg_fw29
351965.4296	5704118.9195	-596.2102	Mg_fw29
351965.4296	5704118.9195	-596.2102	Mg_fw29
352013.9348	5704022.9159	-625.5452	Mg_fw29
352070.3643	5703911.2281	-636.5218	Mg_fw29
352114.9139	5703823.0535	-623.3498	Mg_fw29
352127.7838	5703797.5808	-610.1778	Mg_fw29
352147.4545	5703758.6476	-583.3682	Mg_fw29
352155.0001	5703743.7130	-563.3182	Mg_fw29
349599.5798	5707626.3751	-1699.2706	Sb_fw29
349550.7243	5707596.2077	-1658.9552	Sb_fw29
349550.7243	5707596.2077	-1658.9552	Sb_fw29
349564.5942	5707572.8093	-1639.8571	Sb_fw29
349595.4338	5707520.7835	-1602.6390	Sb_fw29
349626.8664	5707467.7572	-1580.5407	Sb_fw29
349682.7143	5707373.5428	-1559.1703	Sb_fw29
349682.7143	5707373.5428	-1559.1703	Sb_fw29
349701.1252	5707345.5150	-1552.6271	Sb_fw29
349788.6070	5707212.3378	-1531.6920	Sb_fw29
349832.0286	5707146.2353	-1522.3874	Sb_fw29
349880.5586	5707072.3560	-1511.9198	Sb_fw29
349981.0123	5706919.4312	-1494.0438	Sb_fw29
349981.0123	5706919.4312	-1494.0438	Sb_fw29
349991.6478	5706903.1986	-1492.1477	Sb_fw29
350082.7966	5706764.0810	-1468.8864	Sb_fw29
350171.3958	5706628.8549	-1446.7882	Sb_fw29
350207.0904	5706574.3753	-1440.9728	Sb_fw29
350244.9305	5706516.6212	-1446.6590	Sb_fw29
350244.9305	5706516.6212	-1446.6590	Sb_fw29
350269.6665	5706533.2649	-1449.1143	Sb_fw29
350319.3286	5706566.6804	-1464.4064	Sb_fw29
350319.3286	5706566.6804	-1464.4064	Sb_fw29
350384.7494	5706491.7346	-1489.8216	Sb_fw29
350441.1113	5706427.1667	-1520.0001	Sb_fw29
350441.1113	5706427.1667	-1520.0001	Sb_fw29
350489.2707	5706363.9787	-1547.9749	Sb_fw29
